sample_group,raw_id,title,url,created_at,tags,matched_keywords,review_classification,persona_core_count,persona_01_count,persona_04_count,persona_05_count,is_valid,is_prefiltered,episode_count,selected_example_count,query_seeds,evidence_snippet
prefiltered_labeled_non_core,69298268,SSRS Multi-Select and For-Each Stored-Procs,https://stackoverflow.com/questions/69298268/ssrs-multi-select-and-for-each-stored-procs,2021-09-23T10:27:16+00:00,"['sql-server', 'reporting-services']","['reporting-services', 'ssrs']",ambiguous,0,0,0,0,True,True,1,0,['reconciliation_mismatch__reporting_services__not matching'],"SSRS Multi-Select and For-Each Stored-Procs <p>I am using an SSRS multi-select which gives me an unknown number of values &gt; 0. That is something like the following (1),(4),...(x).</p> <p>I want to union the results of"
prefiltered_labeled_non_core,73449986,Row visibility expression using ReportItem collection not working,https://stackoverflow.com/questions/73449986/row-visibility-expression-using-reportitem-collection-not-working,2022-08-22T19:09:54+00:00,"['reporting-services', 'ssrs-2016']","['reporting-services', 'ssrs']",syntax_debug_noise,0,0,0,0,True,True,1,0,['metric_definition_conflict__reporting_services__calculated field'],"Row visibility expression using ReportItem collection not working <p>This is major edit from the previous version of this question, which would hold little of value for future readers anyway.</p> <p>I have a report where"
prefiltered_labeled_non_core,78117648,MySQL: wrong sorting order in a query with ORDER BY + GROUP BY + GROUP_CONCAT() + COUNT(*) OVER() window function,https://stackoverflow.com/questions/78117648/mysql-wrong-sorting-order-in-a-query-with-order-by-group-by-group-concat,2024-03-06T21:49:47+00:00,"['mysql', 'sql-order-by', 'window-functions', 'group-concat', 'mysql-8.0']",['pagination'],ambiguous,0,0,0,0,True,True,1,0,"['reconciliation_mismatch__mysql__wrong total', 'segmentation_breakdown_confusion__mysql__group by wrong']","MySQL: wrong sorting order in a query with ORDER BY + GROUP BY + GROUP_CONCAT() + COUNT(*) OVER() window function <p>Apparently, sorting is somehow applied incorrectly in mysql 8 (checked on 8.0.33 to 8.0.35) when query "
prefiltered_labeled_non_core,76326992,Pagination passing post data,https://stackoverflow.com/questions/76326992/pagination-passing-post-data,2023-05-24T19:55:15+00:00,"['php', 'mysql', 'forms', 'pagination']",['pagination'],strong_persona05_subtheme_example,0,0,0,0,True,True,1,0,"['export_report_integrity__mysql__rows total', 'metric_definition_conflict__mysql__date filter total', 'reconciliation_mismatch__mysql__wrong total']","Pagination passing post data <p>I'm working on php pagination - its a form that has a few inputs to pull from a DB. Form posts to same page.</p> <p>I have everything working, filling out form and the results are displaye"
prefiltered_labeled_non_core,74827629,Very slow query with PostgreSQL,https://stackoverflow.com/questions/74827629/very-slow-query-with-postgresql,2022-12-16T17:06:21+00:00,"['postgresql', 'autovacuum', 'corrupt-data']",['subscription'],server_config_noise,0,0,0,0,True,True,1,0,"['export_report_integrity__postgresql__rows total', 'metric_definition_conflict__postgresql__date filter total']","Very slow query with PostgreSQL <pre><code>I have a very serious problem with PostgreSQL 14. In practice, every 5 days or so my tables, or rather some, are corrupted. When I launch a simple query, it does not execute and"
prefiltered_labeled_non_core,68313248,"optimisation of multiple left joined tables for fulltextsearch over multiple columns with offset, limit and count for pagination",https://stackoverflow.com/questions/68313248/optimisation-of-multiple-left-joined-tables-for-fulltextsearch-over-multiple-col,2021-07-09T08:01:53+00:00,"['database', 'postgresql', 'database-design', 'database-optimization']",['pagination'],ambiguous,0,0,0,0,True,True,1,0,['metric_definition_conflict__postgresql__calculated field'],"optimisation of multiple left joined tables for fulltextsearch over multiple columns with offset, limit and count for pagination <p>I currently have four tables that need to be joined with a left join. There are about 40"
prefiltered_labeled_non_core,76736277,spring jpa insertable and updatable are not working,https://stackoverflow.com/questions/76736277/spring-jpa-insertable-and-updatable-are-not-working,2023-07-21T08:18:14+00:00,"['spring', 'postgresql', 'hibernate', 'jpa', 'spring-data-jpa']",['pagination'],syntax_debug_noise,0,0,0,0,True,True,1,0,['metric_definition_conflict__postgresql__calculated field'],"spring jpa insertable and updatable are not working <p>I have one jpa entity , similar to</p> <pre><code>public Student { ..... @Column(name = &quot;attendStatus&quot; , nullable = true, insertable = false ,updatable = f"
prefiltered_labeled_non_core,77794481,MariaDB UPDATE query only successful using ORDER BY,https://stackoverflow.com/questions/77794481/mariadb-update-query-only-successful-using-order-by,2024-01-10T15:24:51+00:00,"['mysql', 'mariadb', 'sql-update']",['subscription'],syntax_debug_noise,0,0,0,0,True,True,1,0,['metric_definition_conflict__mysql__date filter total'],"MariaDB UPDATE query only successful using ORDER BY <p>Folks,</p> <p>I got an error in a simple update query: SQL Error (1292): Truncated incorrect DOUBLE value</p> <p>The SELECT query gives 4000 results:</p> <pre><code>"
prefiltered_labeled_non_core,79749983,Mysql performance issues,https://stackoverflow.com/questions/79749983/mysql-performance-issues,2025-08-29T08:08:46+00:00,"['mysql', 'query-optimization']",['pagination'],ambiguous,0,0,0,0,True,True,1,0,['metric_definition_conflict__mysql__date filter total'],"Mysql performance issues <p>we have some tough performance issues that seem to us that they shouldn't exist, but we don't see any way of solving them.</p> <p>We have a Gcloud Mysql database, with 4Cpu, 16go Ram. The full"
prefiltered_labeled_non_core,76311691,"How to select N &quot;special&quot; rows if they exist, the rest has to be filled with regular rows, the total of rows can&#39;t exceed X rows in MySQL?",https://stackoverflow.com/questions/76311691/how-to-select-n-special-rows-if-they-exist-the-rest-has-to-be-filled-with-reg,2023-05-23T06:07:38+00:00,"['sql', 'mysql']",['pagination'],ambiguous,0,0,0,0,True,True,1,0,"['export_report_integrity__mysql__rows total', 'export_report_integrity__sql__rows total']","How to select N &quot;special&quot; rows if they exist, the rest has to be filled with regular rows, the total of rows can&#39;t exceed X rows in MySQL? <p>Supposing there's a portal that shows 10 products on a page. The"
prefiltered_labeled_non_core,79537409,Postgresql delay in queries using wildcard &#39;%searchTerm%&#39; in large set database,https://stackoverflow.com/questions/79537409/postgresql-delay-in-queries-using-wildcard-searchterm-in-large-set-database,2025-03-26T22:34:49+00:00,"['sql', 'postgresql', 'query-optimization', 'full-text-search', 'wildcard']",['pagination'],syntax_debug_noise,0,0,0,0,True,True,1,0,"['export_report_integrity__postgresql__rows total', 'export_report_integrity__sql__rows total']","Postgresql delay in queries using wildcard &#39;%searchTerm%&#39; in large set database <p>Currently, I have the follow real use case challenge.</p> <p>Library admins want to search for books in their library database us"
prefiltered_labeled_non_core,68710857,PostgreSQL left join becomes extremely slow after adding a column to SELECT,https://stackoverflow.com/questions/68710857/postgresql-left-join-becomes-extremely-slow-after-adding-a-column-to-select,2021-08-09T10:55:06+00:00,"['sql', 'postgresql', 'query-optimization', 'database-performance']",['subscription'],server_config_noise,0,0,0,0,True,True,1,0,['export_report_integrity__postgresql__rows total'],PostgreSQL left join becomes extremely slow after adding a column to SELECT <p>I'm used to work with materialized views and I didn't encounter any performance problems until now. I'm using PostgreSQL v9.4.5. So when I do
prefiltered_labeled_non_core,70473184,JPA Specification count with upper limit,https://stackoverflow.com/questions/70473184/jpa-specification-count-with-upper-limit,2021-12-24T13:01:02+00:00,"['postgresql', 'hibernate', 'spring-data-jpa']",['pagination'],ambiguous,0,0,0,0,True,True,1,0,['export_report_integrity__postgresql__rows total'],JPA Specification count with upper limit <p>I'm using a readonly JPA Entity <code>MyView</code> built on top of a complicated PostgreSQL View <code>my_view</code> that uses Unions of different tables:</p> <pre><code>@Ent
valid_dropped_before_episode,68567150,SSRS: Get Distinct subset of Dataset,https://stackoverflow.com/questions/68567150/ssrs-get-distinct-subset-of-dataset,2021-07-28T20:45:43+00:00,['reporting-services'],"['reportbuilder', 'reporting-services', 'ssrs', 'tablix']",strong_persona05_subtheme_example,0,0,0,0,True,True,0,0,['export_report_integrity__reporting_services__export csv'],
valid_dropped_before_episode,70827261,need help to find dataset queries for the tables explained in SSRS tablix data region documentation,https://stackoverflow.com/questions/70827261/need-help-to-find-dataset-queries-for-the-tables-explained-in-ssrs-tablix-data-r,2022-01-23T22:46:56+00:00,"['reporting-services', 'ssrs-2012', 'ssrs-tablix']","['report-builder', 'reporting-services', 'ssrs', 'tablix']",strong_persona05_subtheme_example,0,0,0,0,True,True,0,0,['export_report_integrity__reporting_services__rows total'],
valid_dropped_before_episode,78506051,SSRS 2019 not rendering row groups correctly,https://stackoverflow.com/questions/78506051/ssrs-2019-not-rendering-row-groups-correctly,2024-05-20T10:28:03+00:00,"['reporting-services', 'ssrs-2019']","['report rendering', 'report server', 'reporting-services', 'ssrs']",server_config_noise,0,0,0,0,True,True,0,0,['export_report_integrity__reporting_services__rows total'],
valid_dropped_before_episode,73922624,RDLC throws exception when adding Arabic characters,https://stackoverflow.com/questions/73922624/rdlc-throws-exception-when-adding-arabic-characters,2022-10-02T00:28:50+00:00,"['c#', 'asp.net', 'reporting-services', 'rdlc', 'reportviewer']","['rdlc', 'report viewer', 'reporting-services', 'reportviewer']",server_config_noise,0,0,0,0,True,False,0,0,['reconciliation_mismatch__reporting_services__not matching'],
valid_dropped_before_episode,77514481,How to export SSRS Report to Excel with fit columns,https://stackoverflow.com/questions/77514481/how-to-export-ssrs-report-to-excel-with-fit-columns,2023-11-20T08:46:15+00:00,"['excel', 'reporting-services']","['export to excel', 'reporting-services', 'ssrs']",usable_supporting_evidence,0,0,0,0,True,True,0,0,"['reconciliation_mismatch__excel__not matching', 'reconciliation_mismatch__reporting_services__not matching']",
valid_dropped_before_episode,74868977,SQL Server Migration- SSRS Reports don&#39;t match old server,https://stackoverflow.com/questions/74868977/sql-server-migration-ssrs-reports-dont-match-old-server,2022-12-20T21:14:21+00:00,"['visual-studio', 'reporting-services', 'reportbuilder3.0', 'ssrs-2016']","['reportbuilder', 'reporting-services', 'ssrs']",server_config_noise,0,0,0,0,True,True,0,0,['reconciliation_mismatch__reporting_services__not matching'],
valid_dropped_before_episode,74480965,SSRS Report with variable static/non-static issues,https://stackoverflow.com/questions/74480965/ssrs-report-with-variable-static-non-static-issues,2022-11-17T19:18:09+00:00,['reporting-services'],"['reporting-services', 'ssrs', 'tablix']",strong_persona05_subtheme_example,0,0,0,0,True,True,0,0,['reconciliation_mismatch__reporting_services__not matching'],
valid_dropped_before_episode,76032470,SSRS Page Issue,https://stackoverflow.com/questions/76032470/ssrs-page-issue,2023-04-17T07:05:09+00:00,"['reporting-services', 'ssrs-2012']","['report viewer', 'reporting-services', 'ssrs']",strong_persona05_subtheme_example,0,0,0,0,True,True,0,0,['reconciliation_mismatch__reporting_services__not matching'],
valid_dropped_before_episode,78949355,Calling SSRS Report from SSIS,https://stackoverflow.com/questions/78949355/calling-ssrs-report-from-ssis,2024-09-04T15:10:43+00:00,"['vb.net', 'reporting-services', 'ssis']","['reporting-services', 'sql-server-reporting-services', 'ssrs']",strong_persona05_subtheme_example,0,0,0,0,True,True,0,0,['reconciliation_mismatch__reporting_services__not matching'],
valid_dropped_before_episode,75865143,SSRS SUM IIF With Matrix,https://stackoverflow.com/questions/75865143/ssrs-sum-iif-with-matrix,2023-03-28T10:33:49+00:00,"['matrix', 'reporting-services', 'reportbuilder3.0', 'reportbuilder']","['matrix report', 'reportbuilder', 'ssrs']",strong_persona05_subtheme_example,0,0,0,0,True,True,0,0,['reconciliation_mismatch__reporting_services__not matching'],
strong_export_layout_delivery,79016051,SSRS 2014 Export to Excel (.xlsx) causes error191520_01.xml and &quot;try to recover&quot;,https://stackoverflow.com/questions/79016051/ssrs-2014-export-to-excel-xlsx-causes-error191520-01-xml-and-try-to-recover,2024-09-23T19:36:03+00:00,"['reporting-services', 'fonts', 'visual-studio-2022', 'export-to-excel', 'ssrs-2014']","['export to excel', 'export to pdf', 'report server', 'reporting-services', 'ssrs', 'tablix']",server_config_noise,1,1,0,0,True,True,1,0,['export_report_integrity__reporting_services__export csv'],"SSRS 2014 Export to Excel (.xlsx) causes error191520_01.xml and &quot;try to recover&quot; <p>I am modifying existing reports using Visual Studio 2022, I make changes NOT related to the style (colors, fonts etc.) The rep"
strong_export_layout_delivery,77409902,SSRS Subtotals in Filtered Matrix,https://stackoverflow.com/questions/77409902/ssrs-subtotals-in-filtered-matrix,2023-11-02T13:15:45+00:00,"['reporting-services', 'ssrs-2008-r2', 'ssrs-tablix']","['rdlc', 'reporting-services', 'ssrs', 'tablix']",strong_persona05_subtheme_example,1,1,0,0,True,True,1,0,['export_report_integrity__reporting_services__rows total'],"SSRS Subtotals in Filtered Matrix <p><a href=""https://i.sstatic.net/zBBxj.jpg"" rel=""nofollow noreferrer"">OUTPUT OF CURRENT REPORT</a></p> <p>I have attached an image of my rdlc.<a href=""https://i.sstatic.net/jtqm6.png"" r"
strong_export_layout_delivery,71505655,SSRS Expressions Nested IIF with SUM not working,https://stackoverflow.com/questions/71505655/ssrs-expressions-nested-iif-with-sum-not-working,2022-03-17T00:12:11+00:00,"['sql-server', 'reporting-services', 'reportbuilder', 'ssrs-2016']","['reportbuilder', 'reporting-services', 'ssrs']",syntax_debug_noise,1,1,0,0,True,True,1,0,"['metric_definition_conflict__reporting_services__calculated field', 'metric_definition_conflict__sql_server__calculated field', 'reconciliation_mismatch__reporting_services__wrong total', 'reconciliation_mismatch__sql_server__wrong total', 'segmentation_breakdown_confusion__reporting_services__group by wrong', 'segmentation_breakdown_confusion__sql_server__group by wrong']",SSRS Expressions Nested IIF with SUM not working <p>I am using SSRS 2016 / Report Builder and I am trying to get a nested IIF expression to SUM number of minutes spent in one particular Room (P241). There are some other 
strong_export_layout_delivery,74488215,"SSRS 2016: Report Delivery Extension to send report email via MicrosoftGraph&amp;AzureIdentity, but error in assembly version of Microsoft.Identity.Client",https://stackoverflow.com/questions/74488215/ssrs-2016-report-delivery-extension-to-send-report-email-via-microsoftgraphazu,2022-11-18T10:24:59+00:00,"['reporting-services', 'ssrs-2016', 'microsoft-graph-mail', 'azure-identity']","['reporting-services', 'ssrs', 'subscription']",server_config_noise,1,1,0,0,True,True,1,0,['reconciliation_mismatch__reporting_services__not matching'],"SSRS 2016: Report Delivery Extension to send report email via MicrosoftGraph&amp;AzureIdentity, but error in assembly version of Microsoft.Identity.Client <p>Microsoft announced the expiration of Basic Authentication in "
strong_export_layout_delivery,73024994,SSRS - Using a Lookup in Background Color property changes the values of the entire row in the tablix,https://stackoverflow.com/questions/73024994/ssrs-using-a-lookup-in-background-color-property-changes-the-values-of-the-ent,2022-07-18T15:39:56+00:00,"['reporting-services', 'reporting-services-2016']","['reporting-services', 'ssrs', 'tablix']",server_config_noise,1,1,0,0,True,True,1,0,['reconciliation_mismatch__reporting_services__not matching'],"SSRS - Using a Lookup in Background Color property changes the values of the entire row in the tablix <p>I have a dataset that contains balances for customer accounts by month:</p> <div class=""s-table-container""> <table "
